Column1,Column2,Column3,Column4,Column5,Column6
nm0526188,Julie Lund,1975,\N,actress,"tt0119643,tt0196216,tt0203259,tt0277716"
nm0526252,Troy Lund,1972,\N,"actor,composer,producer","tt0203019,tt14169462,tt3150056,tt0406061"
nm0526426,Anna Lu Ingvarson,1972,\N,"art_department,production_designer,art_director","tt6708668,tt0228871,tt2058617,tt0183992"
nm0526481,Andreas Lundhäll,1971,\N,"composer,sound_department,music_department","tt0196614,tt0443723,tt0280228,tt0497932"
nm0526519,Anja Lundqvist,1971,\N,"actress,writer,producer","tt0203166,tt9318602,tt20414550,tt3157466"
nm0526641,Åsa Lundvik,1972,\N,actress,"tt0200237,tt0109538"
nm0526662,Sarah Lundy,1973,\N,actress,"tt0094582,tt0106917,tt0099082,tt0102764"
nm0526729,Elsa Lunghini,1973,\N,"actress,composer,soundtrack","tt8344372,tt0082436,tt1473226,tt0091038"
nm0526819,Tomás Lunák,1974,\N,"director,actor,art_department","tt1374985,tt0237218,tt0277560,tt1342392"
nm0526859,Kathleen Luong,1974,2020,actress,"tt0364888,tt0115438,tt0096542,tt0112022"
nm0527029,Rastko Lupulovic,1974,\N,actor,"tt0111646,tt0114074,tt0180524,tt0191714"
nm0527086,Chad Lurie,1974,\N,"editorial_department,production_manager,producer","tt0285335,tt0293741,tt0203247,tt1544751"
nm0527091,Deborah Lurie,1974,\N,"music_department,composer,miscellaneous","tt1702439,tt0989757,tt4154664,tt0413300"
nm0527286,Florian Simbeck,1971,\N,"actor,producer,writer","tt0427219,tt0313392,tt0293124,tt5061004"
nm0527360,Ava Lustra,1971,\N,"actress,archive_footage","tt0192001,tt0372991,tt0410609,tt0128750"
nm0527375,Irene Lusztig,1974,\N,"producer,editor,director","tt0316475,tt7681112,tt3335556,tt3335552"
nm0527377,Kristyna Lutanska,1975,\N,actress,"tt0806910,tt0230652,tt0316884,tt0384754"
nm0527382,Karolina Lutczyn,1975,\N,actress,"tt0103034,tt0245090,tt0441074,tt1086360"
nm0527399,Sam Lutfi,1974,\N,"producer,production_manager,archive_footage","tt5691670,tt0166123,tt0283296,tt15469820"
nm0527463,Dejan Lutkic,1974,\N,"actor,producer","tt2222459,tt12914570,tt6456440,tt0297247"
nm0527523,Rachel Luttrell,1971,\N,"actress,writer,producer","tt0374455,tt4154796,tt4154756,tt1560220"
nm0527556,Christian Lutz,1971,\N,"sound_department,composer,camera_department","tt0297871,tt0461836,tt0218516,tt0806910"
nm0527572,John Lutz,1973,\N,"writer,actor,producer","tt0072562,tt1720616,tt1237838,tt0496424"
nm0527596,Mike Lutz,1973,\N,"costume_department,actor,producer","tt4154796,tt13966962,tt10160804,tt5071412"
nm0527611,Örjan Lutz,1974,\N,art_department,"tt0115587,tt0120410"
nm0527722,Kate Luyben,1972,\N,actress,"tt0184894,tt0138524,tt0405422,tt0160277"
nm0527746,Gonçalo Luz,1972,\N,"director,writer,producer","tt1031246,tt0778659,tt0115703,tt0955393"
nm0527756,Priscila Luz,1975,\N,actress,"tt0303408,tt0413460,tt0163450,tt0138239"
nm0527783,Alessandro Luzi,1972,\N,miscellaneous,"tt1034415,tt1020773,tt0086779,tt0246772"
nm0527947,Yekaterina Lychyova,1974,\N,actress,"tt0298951,tt0091399,tt0252112,tt0089021"
nm0528079,Amaani Lyle,1973,\N,"miscellaneous,script_department,actress","tt0270911,tt0111218,tt0255702,tt0098780"
nm0528173,Tiina Lymi,1971,\N,"actress,writer,director","tt22257924,tt13751958,tt6591584,tt0106237"
nm0528186,Euros Lyn,1971,\N,"director,producer,assistant_director","tt0485301,tt5171500,tt0436992,tt10638036"
nm0528244,Brian Lynch,1973,\N,"writer,actor,director","tt0448694,tt2293640,tt5113044,tt0118842"
nm0528311,Gus Lynch,1972,2014,actor,"tt0220506,tt0297181,tt0239948,tt0395972"
nm0528462,Susan Lynch,1971,\N,"actress,director,writer","tt0166396,tt0120681,tt0158033,tt0375735"
nm0528539,Simon Lyndon,1971,\N,"actor,director,writer","tt0221073,tt28433016,tt0120863,tt1604070"
nm0528572,Nina Lyng,1973,\N,"producer,production_manager,writer","tt3022458,tt0418455,tt0837106,tt6814214"
nm0528574,Henrik Lyngbo,1972,\N,"camera_department,cinematographer,miscellaneous","tt1648190,tt11655202,tt20561198,tt6742252"
nm0528575,Dagfinn Lyngbø,1972,\N,"actor,writer,director","tt30786957,tt0268825,tt0465839,tt0295078"
nm0528579,Claus Lynge,1974,\N,"sound_department,music_department,actor","tt20561198,tt1276419,tt0137363,tt6386748"
nm0528642,Christopher Lynn,1974,\N,"producer,actor,writer","tt0138288,tt6752592,tt0271444,tt1202230"
nm0528738,Krysti Lynn,1971,1995,"actress,archive_footage","tt0160090,tt0135976,tt0161699,tt0152669"
nm0528760,Mercedes Lynn,1971,\N,actress,"tt0134998,tt0153355,tt0135004,tt0152847"
nm0528764,Micky Lynn,1973,\N,"actress,archive_footage","tt0127194,tt0148832,tt0160400,tt0151752"
nm0528772,Nikki Lynn,1974,\N,"actress,archive_footage","tt1250782,tt1252403,tt0228748,tt0160067"
nm0528804,Shonna Lynn,1975,\N,"actress,costume_department,make_up_department","tt0122980,tt0140530,tt0485308,tt0122218"
nm0528841,Beverly Lynne,1973,\N,"actress,producer,writer","tt2613348,tt0933342,tt0301393,tt1132587"
nm0528869,Sherryn Smith,1973,\N,"make_up_department,actress,costume_department","tt4034228,tt0986263,tt0455944,tt11286314"
nm0529050,Elena Lyons,1973,\N,actress,"tt0331953,tt0344777,tt0364845,tt0247082"
nm0529159,Scott Lyons,1974,\N,"actor,miscellaneous,archive_footage","tt13453006,tt3824458,tt1267440,tt0845470"
nm0529181,Tawni Lyons,1972,\N,actress,"tt0786952,tt5025386,tt0302858,tt5824212"
nm0529201,Mikael Lypinski,1975,\N,"director,cinematographer,editor","tt6584864,tt10904400,tt0257240,tt0256838"
nm0529305,Sascha Lystrup Andersen,1974,\N,actress,"tt0093713,tt0407949"
nm0529310,MC Lyte,1971,\N,"actress,producer,composer","tt3564472,tt1219289,tt20453904,tt0300532"
nm0529422,Anna-Elina Lyytikäinen,1971,\N,actress,"tt0188135,tt0367340,tt0167336,tt0285281"
nm0529435,Annamária Láng,1975,\N,"actress,writer","tt6779380,tt8274146,tt0891549,tt0269624"
nm0529461,Diana Lázaro,1971,\N,"actress,writer,soundtrack","tt1648216,tt0297174,tt1924277,tt7527538"
nm0529477,Balázs Lázár,1975,\N,actor,"tt0373981,tt0353357,tt0118906,tt10319486"
nm0529500,Nora Rinne,1973,\N,"actress,archive_footage","tt0248965,tt0231971,tt12633538,tt2428924"
nm0529503,Petra Lämmel,1974,\N,actress,"tt0084623,tt3955262"
nm0529598,András Léner,1972,\N,"actor,director","tt4307278,tt4289074,tt0166634,tt0121826"
nm0529667,Viktória Lévay,1974,\N,"actress,soundtrack","tt0183330,tt19857862,tt0181193,tt6445410"
nm0529764,Vanessa Lóes,1971,\N,actress,"tt0289033,tt0312198,tt0366046,tt0138256"
nm0529982,Adamari López,1971,\N,"actress,archive_footage","tt1195884,tt0211784,tt0985065,tt0389662"
nm0530008,Andrés López,1975,\N,"actor,visual_effects","tt0120912,tt0381150,tt0403598,tt0401271"
nm0530223,Lynda Lopez,1971,\N,"actress,producer,miscellaneous","tt5503686,tt4515882,tt8523024,tt3779580"
nm0530249,Mario Lopez,1973,\N,"actor,producer,writer","tt0106122,tt0096694,tt0279750,tt0112112"
nm0530254,Marta López,1974,\N,"actress,archive_footage","tt13580420,tt6511080,tt1780459,tt1634323"
nm0530472,Martina Löfstrand,1973,\N,actress,"tt0286078,tt0168147"
nm0530500,Harald Lönnbro,1975,\N,actor,"tt0185112,tt0310527,tt0090610,tt0469443"
nm0530536,Mathias Lösel,1974,\N,"producer,writer,actor","tt1841116,tt11784390,tt31656552,tt0427219"
nm0530543,Caroline Löthner,1971,\N,"make_up_department,costume_department,actress","tt0110835,tt0114121,tt0119676,tt0110109"
nm0530580,Manuel Löwensberg,1975,\N,actor,"tt0806910,tt0396882,tt11024406,tt1313155"
nm0530724,Linda-Sue Lüpke,1975,\N,actress,tt0119128
nm0530894,Steven Ma,1971,\N,"actor,director,soundtrack","tt0825898,tt14036890,tt9699968,tt0278818"
nm0530917,Dan Maag,1975,\N,"producer,production_manager,miscellaneous","tt13024674,tt0449089,tt1978524,tt11436640"
nm0530933,Myrna Maakaron,1974,\N,"actress,director,art_department","tt0402058,tt0341372,tt0209973,tt0110240"
nm0531034,Karim Maataoui,1974,\N,actor,"tt0118378,tt0108977,tt0344645,tt0245603"
nm0531095,Eric Mabius,1971,\N,"actor,producer,soundtrack","tt0120804,tt0114906,tt0139134,tt0132910"
nm0531173,Steve Mac,1972,\N,"composer,music_department,producer","tt6141246,tt5463162,tt0137363,tt1650554"
nm0531484,Stefano Eros Macchi,1973,\N,actor,"tt1756614,tt11316032,tt14550038,tt0178233"
nm0531540,Colm MacConiomare,1971,\N,"actor,soundtrack","tt0101605,tt0418586,tt0221559,tt2117986"
nm0531955,Todd MacDonald,1973,\N,"actor,director,editorial_department","tt0355987,tt0108709,tt1270761,tt0285161"
nm0532002,Stephen MacDougall,1971,\N,"camera_department,cinematographer,actor","tt1160419,tt6264654,tt0379786,tt1798709"
nm0532124,Isabel Macedo,1975,\N,"actress,soundtrack,archive_footage","tt3602666,tt2314351,tt1287390,tt1570374"
nm0532145,Paolo Macedonio,1973,\N,actor,"tt1056471,tt0086779,tt0178132,tt1454713"
nm0532193,Matthew Macfadyen,1974,\N,"actor,producer,soundtrack","tt7660850,tt0795368,tt1509767,tt0414387"
nm0532205,Bruce MacFarlane,1974,\N,"sound_department,music_department","tt0862846,tt0760306,tt0193365,tt0439544"
nm0532235,Seth MacFarlane,1973,\N,"writer,producer,music_department","tt0182576,tt0397306,tt1637725,tt2557490"
nm0532240,Rory Macfarquhar,1971,\N,"actor,camera_department","tt0130594,tt0177003,tt0350178,tt0090896"
nm0532258,Stuart MacGill,1971,\N,\N,"tt1208638,tt9090184,tt12965602,tt0791055"
nm0532428,Carol Machado,1975,\N,actress,"tt0140769,tt0138270,tt0138246,tt0117418"
nm0532461,Justina Machado,1972,\N,"actress,producer,soundtrack","tt0329691,tt0248654,tt5339440,tt0309593"
nm0532499,Rob Machado,1973,\N,"actor,writer,soundtrack","tt0423294,tt0140282,tt1462768,tt13794012"
nm0532651,Paul Machliss,1972,\N,"editor,editorial_department,director","tt0439572,tt9639470,tt3890160,tt8367814"
nm0532655,Jennifer Machnee,1975,\N,"make_up_department,actress,costume_department","tt5758778,tt0427470,tt0492044,tt1456635"
nm0532683,Gabriel Macht,1972,\N,"actor,producer,director","tt0343737,tt0369672,tt0831887,tt1632701"
nm0532778,Carla Maciel,1974,\N,"actress,miscellaneous,costume_department","tt1941478,tt27752060,tt7347378,tt4692234"
nm0532893,Ashley MacIsaac,1975,\N,"actor,music_department,soundtrack","tt1429449,tt0125128,tt0295552,tt0271400"
nm0532924,Mack 10,1971,\N,"actor,composer,producer","tt0118615,tt0242445,tt0165929,tt0450259"
nm0532963,Craig Mack,1971,2018,"actor,composer,soundtrack","tt1082886,tt0307901,tt0116756,tt0303714"
nm0533222,Jiri Macke,1971,\N,"art_department,transportation_department,set_decorator","tt0370263,tt0364970,tt0187738,tt0338526"
nm0533305,Georgia Mackenzie,1973,\N,"actress,writer","tt0973790,tt0108967,tt0893402,tt0256276"
nm0533361,Lonnie Mackenzie,1971,\N,"casting_department,miscellaneous,assistant_director","tt0343818,tt0195714,tt0162711,tt0116552"
nm0533520,Lisa Mackie,1973,\N,actress,tt0198739
nm0533576,Simmone Mackinnon,1973,\N,"actress,producer","tt0292414,tt0259127,tt0096542,tt0391908"
nm0533650,Rafal Mackowiak,1975,\N,actor,"tt0262975,tt1263736,tt1319358,tt7422258"
nm0533691,Angus MacLane,1975,\N,"animation_department,miscellaneous,actor","tt10298810,tt0317705,tt2277860,tt2446040"
nm0533747,Amy Hubbard,1972,\N,"casting_director,casting_department,miscellaneous","tt0120737,tt0167261,tt0167260,tt12536294"
nm0533780,James Dean Patten,1972,\N,make_up_department,"tt0296572,tt0297181,tt0314498,tt0332375"
nm0533823,Tara MacLean,1973,\N,"actress,soundtrack","tt0200550,tt0133046,tt0186894,tt0119381"
nm0533832,Billy MacLellan,1974,\N,"actor,stunts,writer","tt7888964,tt7315484,tt3721954,tt3230854"
nm0534222,Jeff Macpherson,1973,\N,"actor,director,writer","tt0243828,tt20115600,tt1880064,tt2952584"
nm0534319,Oliver Macready,1972,\N,"actor,producer,miscellaneous","tt0044265,tt0177991,tt1210825,tt0203940"
nm0534332,George Macri,1974,\N,"visual_effects,producer","tt0311429,tt0822847,tt1815862,tt2039338"
nm0534530,Norman Madawo,1971,\N,"actor,assistant_director","tt0230291,tt0213664,tt0116317,tt0116243"
nm0534673,Eric Maddison,1974,\N,"cinematographer,camera_department,producer","tt3790908,tt2049543,tt0353962,tt1800671"
nm0534813,Ruth Mader,1974,\N,"director,writer,producer","tt0337250,tt7233012,tt21227008,tt0187057"
nm0534820,Yorlin Madera,1975,\N,"actor,sound_department","tt0062595,tt0364845,tt0429277,tt3281796"
nm0534827,Giovanni Maderna,1973,\N,"director,writer,producer","tt0210247,tt0902326,tt2353506,tt0312354"
nm0534937,Victoria Madincea,1973,\N,actress,"tt0111870,tt0144050,tt0115122,tt0115092"
nm0534944,James Madio,1975,\N,"actor,producer,writer","tt2352396,tt15435876,tt13111040,tt0112461"
nm0534997,Magalie Madison,1973,\N,"actress,archive_footage","tt0172040,tt0171978,tt1738562,tt0792965"
nm0535014,Sarah Danielle Madison,1974,2014,actress,"tt0163025,tt0139654,tt0247082,tt0321021"
nm0535019,Natalie Brown,1973,\N,"actress,writer,producer","tt2654620,tt0947080,tt0363547,tt7740496"
nm0535157,Jamie Madrox,1975,\N,"actor,writer,soundtrack","tt0193007,tt1380784,tt0813394,tt2637554"
nm0535173,Anders Brink Madsen,1975,\N,actor,"tt8240250,tt9460980,tt9185722,tt7068610"
nm0535243,Signe Dahl Madsen,1973,\N,actress,tt0087013
nm0535292,Thomas Madvig,1972,\N,"actor,archive_footage","tt0346365,tt0356260,tt2360995,tt0318896"
nm0535350,Takeshi Maeda,1975,\N,actor,"tt2591814,tt0439533,tt0381348,tt5813014"
nm0535351,Tetsu Maeda,1972,\N,"director,writer,assistant_director","tt1293094,tt14605210,tt1804528,tt2343739"
nm0535359,Yukie Maeda,1972,\N,actress,"tt0388650,tt0343250,tt1180319,tt0279570"
nm0535370,Kazuki Maehara,1973,\N,"actor,archive_footage","tt0182632,tt0120863,tt0175059,tt0303558"
nm0535526,Mafalda,1973,\N,"actress,archive_footage","tt0122218,tt0117411,tt15145910,tt0468936"
nm0535741,Robbie Magasiva,1972,\N,"actor,archive_footage","tt2433738,tt0167261,tt0464184,tt0251415"
nm0535911,Brian Magerkurth,1971,\N,sound_department,"tt0076759,tt0167190,tt0121766,tt0884328"
nm0535958,Maddalena Maggi,1973,\N,actress,"tt0494834,tt0410605,tt5749964,tt0282875"
nm0536074,Daniel Magill,1974,\N,actor,"tt0161952,tt0464006,tt3396166,tt0455948"
nm0536095,Benoît Magimel,1974,\N,"actor,archive_footage","tt0254686,tt0118100,tt0337103,tt13702796"
nm0536169,Beto Magnani,1973,\N,actor,"tt10957752,tt0124251,tt0240293"
nm0536193,Mathias Magnason,1972,\N,"director,writer,editor","tt27584383,tt14941068,tt33052681,tt17939734"
nm0536281,Deedee Magno,1975,\N,"actress,music_department,cinematographer","tt3061046,tt0108147,tt6873816,tt13635504"
nm0536306,Matt Magnolia,1971,\N,"visual_effects,miscellaneous,director","tt0120591,tt0296572,tt2660888,tt0190332"
nm0536423,Nanna Kristín Magnúsdóttir,1974,\N,"actress,director,writer","tt5859004,tt9420566,tt0997062,tt3267784"
nm0536434,Leslie Magodoro,1972,\N,"producer,miscellaneous","tt0224025,tt0432958,tt0972846"
nm0536461,Kate Magowan,1975,\N,"actress,producer,executive","tt0486655,tt1422136,tt0274309,tt1514041"
nm0536725,Jake Mahaffy,1974,\N,"director,writer,cinematographer","tt3510304,tt1171269,tt0390615,tt9741526"
nm0536732,Ulla Mahaka,1974,\N,actress,"tt0116317,tt0264337"
nm0536791,James A. Mahathey,1972,\N,"location_management,camera_department,assistant_director","tt1650062,tt2304933,tt1464540,tt1600195"
nm0536866,Matthew Maher,1971,\N,"actor,miscellaneous","tt0452623,tt4154664,tt0804497,tt0120655"
nm0536883,Sean Maher,1975,\N,actor,"tt0379786,tt3139072,tt0303461,tt6315800"
nm0537120,Amanda D. Mahoney,1975,\N,"casting_department,casting_director","tt0190374,tt0289830,tt0395843,tt0286152"
nm0537450,Maike Maier,1971,\N,"camera_department,transportation_department,location_management","tt0347048,tt4048272,tt0363163,tt0405743"
nm0537549,Matthew Mailer,1972,\N,"director,writer,special_effects","tt0174031,tt4520476,tt11280556,tt3996416"
nm0537585,Juliette Maillard,1974,\N,"assistant_director,casting_department,actress","tt0197732,tt0316954,tt12443930,tt0942379"
nm0537648,Deborah Mailman,1972,\N,"actress,director,writer","tt1530541,tt1673697,tt1148165,tt1918734"
nm0537732,Natalie Maines,1974,\N,"actress,producer,soundtrack","tt0335126,tt0844441,tt0118375,tt0368479"
nm0537757,Dominik Mainl,1974,\N,"camera_department,visual_effects,miscellaneous","tt13622776,tt8111088,tt1796960,tt0418279"
nm0538002,Michael Maize,1974,\N,"actor,producer,writer","tt4158110,tt2452242,tt13075042,tt0465234"
nm0538012,David Máj,1975,\N,"actor,costume_department,production_manager","tt2584384,tt0360139,tt10187208,tt1340094"
nm0538206,Melinda Major,1974,\N,actress,"tt3499758,tt0238413,tt0188506,tt0379071"
nm0538214,Scott Major,1975,\N,"actor,director,producer","tt0088580,tt18274054,tt4121704,tt12552948"
nm0538254,Dariya Majorova,1972,\N,actress,"tt0103135,tt0105637,tt10200194"
nm0538272,Paul Majors,1971,\N,"actor,camera_department,music_department","tt1592523,tt0165859,tt0412114,tt0446847"
nm0538282,Tünde Majsai-Nyilas,1974,\N,actress,"tt0255762,tt5842890,tt0163776,tt6614914"
nm0538308,Shaun Majumder,1972,\N,"actor,writer,director","tt9813792,tt1578258,tt1949012,tt0319971"
nm0538346,Teresa Mak,1975,\N,actress,"tt0380291,tt0288480,tt10456218,tt0874635"
nm0538365,Adrian Makala,1975,\N,actor,"tt9327242,tt11874906,tt6749558,tt6727424"
nm0538394,Aleksey Makarov,1972,\N,"actor,archive_footage","tt0200267,tt3274666,tt0415940,tt32118617"
nm0538396,Andrey Makarov,1973,\N,actor,"tt0372400,tt0100576,tt1409054,tt0405699"
nm0538432,Aleksandra Makarycheva,1971,\N,actress,tt0263923
nm0538443,Heike Makatsch,1971,\N,"actress,writer,soundtrack","tt0314331,tt0120804,tt0318081,tt0443432"
nm0538566,Maky Soler,1974,\N,"actress,archive_footage","tt0448190,tt0298669,tt3072546,tt0271278"
nm0538626,Margaret Makinen,1973,\N,actress,"tt0119832,tt0103522"
nm0538641,Riho Makise,1971,\N,actress,"tt0100820,tt0100794,tt0283086,tt0101403"
nm0538654,Joseph Makkar,1972,\N,"actor,miscellaneous","tt3385516,tt0116253,tt0119173,tt6727598"
nm0539016,Tina Malave,1971,\N,"producer,writer,production_manager","tt0780224,tt1921402,tt1994215,tt0319991"
nm0539055,Chad Malbon,1972,\N,"visual_effects,camera_department,miscellaneous","tt0770752,tt0418819,tt0448011,tt0289879"
nm0539096,David C. Malcolm,1974,2020,"assistant_director,actor,miscellaneous","tt1582507,tt0811138,tt0489270,tt0432348"
nm0539207,Dominic Maldonado,1975,\N,actor,"tt0104990,tt4550308,tt0478982,tt0195997"
nm0539296,Elizabeth Malecki,1974,\N,"actress,stunts,archive_footage","tt0203701,tt0200339"
nm0539304,Alex Maleev,1971,\N,"art_department,writer","tt0145681,tt0119223,tt1673449,tt0813715"
nm0539341,Victoria Malektorovych,1972,\N,actress,"tt4048272,tt3084300,tt14577922,tt0328901"
nm0539352,Isabelle Malenfant,1972,\N,"editor,editorial_department","tt1334076,tt3557112,tt1852155,tt6079186"
nm0539414,Manuela Maletta,1975,\N,actress,"tt4584882,tt3923662,tt1131145,tt6040662"
nm0539507,Antara Mali,1975,\N,"actress,writer,director","tt0296574,tt0315632,tt0456549,tt0214931"
nm0539537,Keram Malicki-Sánchez,1974,\N,"actor,music_department,sound_department","tt1572315,tt0450314,tt0250224,tt0175526"
nm0539682,Malini Ahlberg,1973,\N,"miscellaneous,production_manager,producer","tt0168629,tt0150662,tt0300140,tt0276919"
nm0539686,Milan Kalinic,1972,\N,actor,"tt0147556,tt1388427,tt0420341,tt3429340"
nm0539729,Anna Maria Malipiero,1972,\N,actress,"tt0118892,tt0115446,tt0191724,tt2049116"
nm0539748,Malitia,1973,\N,"actress,archive_footage","tt0363603,tt0192780,tt0236316,tt0418897"
nm0539759,Bojana Maljevic,1974,\N,"actress,producer,writer","tt9861884,tt11773258,tt2765728,tt0192377"
nm0539789,Sharon Malki-Shemesh,1974,\N,actress,"tt12819234,tt6841138,tt18245948,tt1334519"
nm0539910,Jade Malle,1975,\N,actress,"tt0093489,tt0115270,tt0328495"
nm0539912,Manuel Cuotemoc Malle,1971,\N,"producer,camera_department,editor","tt1509767,tt0765432,tt0396171,tt0305962"
nm0539944,Tamzin Malleson,1974,\N,"actress,archive_footage","tt0280330,tt0094525,tt0118401,tt0122339"
nm0539981,Fanny Mallette,1975,\N,"actress,director,writer","tt0775076,tt1671457,tt0338135,tt0257245"
nm0540021,Gita Mallik,1975,\N,"writer,production_manager,director","tt0120822,tt0118062,tt0133927,tt0211160"
nm0540057,Joan Malloch,1972,\N,"sound_department,editorial_department,producer","tt0134847,tt1320244,tt0171363,tt0139414"
nm0540176,Tom Malloy,1974,\N,"actor,producer,writer","tt14661276,tt0818165,tt1028581,tt32141536"
nm0540200,Jesper Malm,1971,\N,"actor,writer","tt6623682,tt1291440,tt0177446,tt2750688"
nm0540264,Laura Malmivaara,1973,\N,"actress,camera_department,writer","tt0453365,tt0112035,tt0372594,tt0107982"
nm0540283,Skuli Fr. Malmquist,1973,\N,"producer,production_manager,miscellaneous","tt1598642,tt1695831,tt0461847,tt0808285"
nm0540301,Jonas Malmsjö,1971,\N,"actor,writer","tt4179452,tt1826956,tt0995012,tt1181539"
nm0540314,Jenny Malmsten,1974,\N,art_department,"tt0118083,tt0117220,tt0112316,tt0117078"
nm0540316,Jerker Malmsten,1971,\N,art_department,"tt0294939,tt1014765,tt0157122,tt2363303"
nm0540464,Mandy Malone,1973,\N,actress,"tt8550326,tt0398952,tt6488046,tt0409002"
nm0540603,Samantha Maloney,1975,\N,"actress,composer,soundtrack","tt0131857,tt0432402,tt0134269,tt0904208"
nm0540634,Charles Malota,1971,\N,actor,"tt0091635,tt0843641"
nm0540741,Todd Malta,1972,\N,"actor,producer","tt1715873,tt0156934,tt0290714,tt0308281"
nm0540781,Anthonino Maltazza,1973,\N,actor,"tt0118469,tt0118380,tt0179804"
nm0540792,Sara-Marie Maltha,1971,\N,"actress,assistant_director,miscellaneous","tt0396190,tt1535134,tt1314269,tt0330468"
nm0540806,Dorina Maltschewa,1973,\N,actress,"tt0375267,tt0806910,tt0280641,tt2095615"
nm0540840,Goran Malus,1974,\N,actor,"tt0156223,tt12524686,tt0116739,tt2369708"
nm0540925,Maciej Malysa,1975,\N,actor,"tt0230656,tt1111729,tt15096836,tt1821455"
nm0540961,Marc Malze,1972,\N,"producer,director,writer","tt0257192,tt0339856,tt0307665,tt7224496"
nm0540962,Mathias Malzieu,1974,\N,"writer,actor,director","tt1181840,tt9209312,tt5991456,tt11287126"
nm0541039,Kevin Mambo,1972,\N,"actor,writer","tt0044265,tt1042877,tt3322314,tt9073940"
nm0541118,Rudolf Mammitzsch,1972,\N,"camera_department,director,cinematographer","tt0120693,tt3760922,tt1132290,tt0430949"
nm0541120,Robert Mammone,1971,\N,"actor,producer,archive_footage","tt0443473,tt0242653,tt0234215,tt0190865"
nm0541182,Beenie Man,1973,\N,"actor,composer,soundtrack","tt0265087,tt4630562,tt0300532,tt0821642"
nm0541218,Method Man,1971,\N,"actor,producer,composer","tt0278488,tt0333766,tt0406438,tt1082886"
nm0541227,Tal Man,1974,\N,\N,"tt0231024,tt0392254,tt0214371"
nm0541300,Juri Manase,1975,\N,"actress,miscellaneous","tt0266697,tt0378194,tt6019206,tt3595926"
nm0541308,Michael Manasseri,1974,\N,"actor,producer,director","tt16227002,tt4169146,tt4694594,tt0108988"
nm0541384,Lawrence Manchester,1972,\N,"music_department,sound_department,composer","tt3581652,tt10048342,tt2474024,tt0407887"
nm0541689,Lisa Manzella,1975,\N,"actress,camera_department","tt0163154,tt0168326"
nm0541804,Marko Mandic,1974,\N,actor,"tt1959563,tt1223917,tt28090401,tt2338846"
nm0541820,Mandingo,1975,\N,"actor,director,producer","tt1409114,tt2511258,tt5706964,tt0357984"
nm0542009,Gaspard Manesse,1975,\N,"actor,composer","tt0092593,tt1483813,tt0099513,tt0295204"
nm0542062,Matt Manfredi,1971,\N,"writer,producer,director","tt2400463,tt0790736,tt0277615,tt7137380"
nm0542072,Angel Manfredy,1974,\N,actor,"tt0196857,tt31023543,tt1589035,tt0775367"
nm0542130,Max Manganello,1972,\N,actor,"tt0254895,tt7853252,tt6056380,tt2787156"
nm0542184,Chris Manger,1973,\N,"stunts,miscellaneous,special_effects","tt3480822,tt0955308,tt1735898,tt5108870"
nm0542245,Chris Mangione,1971,\N,"music_department,editorial_department,miscellaneous","tt0219854,tt0175526,tt0250915,tt0139442"
nm0542304,Damani Mangum,1972,\N,"miscellaneous,writer,producer","tt0354035,tt0112688,tt0115083,tt0193778"
nm0542324,Chayse Manhattan,1973,\N,"actress,archive_footage","tt0160919,tt0144516,tt0148832,tt0122862"
nm0542343,Kalabhavan Mani,1971,2016,"actor,music_department,writer","tt1305797,tt0228808,tt0400585,tt3887074"
nm0542492,Rizwan Manji,1974,\N,"actor,producer,director","tt1645170,tt0472062,tt0418279,tt5247022"
nm0542592,Melissa Perry,1972,\N,"casting_department,casting_director,actress","tt0364343,tt0457572,tt0239948,tt0088583"
nm0542800,Jasbir Mann,1974,\N,"actor,producer","tt0318627,tt1550608,tt0422960,tt1132290"
nm0543041,Michael Manna,1971,\N,"actor,soundtrack,archive_footage","tt0227972,tt0421463,tt0372879,tt0282267"
nm0543143,Sarah Manners,1975,\N,"actress,soundtrack,archive_footage","tt0096555,tt0354318,tt0241383,tt0184122"
nm0543265,David Manning,1973,\N,"composer,music_department,actor","tt0120353,tt3817910,tt1344430,tt0426462"
nm0543297,James Manning,1975,\N,"assistant_director,miscellaneous","tt3014866,tt1298650,tt1462764,tt5177088"
nm0543304,Joe Manning,1975,\N,actor,"tt0242653,tt0238546,tt0278441,tt1392904"
nm0543563,Gilda Manolescu,1974,2009,actress,tt0155858
nm0543657,Paulina Manov,1975,\N,actress,"tt0292432,tt0283269,tt28283178,tt12528714"
nm0543886,Borja Manso,1974,\N,"director,writer,assistant_director","tt1801804,tt0405127,tt0462501,tt1130063"
nm0544048,Alex Mantegna,1972,\N,"actor,special_effects,archive_footage","tt7355200,tt0313432,tt0877665,tt0413986"
nm0544215,Hanna Manu,1972,\N,actress,"tt2871058,tt0102490,tt0104857,tt0151884"
nm0544265,Manny Manuel,1972,\N,"actor,composer","tt26612765,tt0246515,tt1299350,tt0430163"
nm0544279,Stephen Manuel,1971,\N,"director,producer,writer","tt1144825,tt1520956,tt0115243,tt1282083"
nm0544752,Cheri Maracle,1972,\N,"actress,miscellaneous,soundtrack","tt1463395,tt1183731,tt5320160,tt0401035"
nm0544857,Thierry Marani,1972,\N,actor,tt0246870
nm0544974,Chris Marazzo,1973,\N,"assistant_director,actor,writer","tt4566758,tt1174971,tt4562090,tt1301142"
